시간,채널명,시청가구수
2026-06-02 15:42:10,신세계쇼핑,1620
2026-06-02 15:42:20,신세계쇼핑,1578
2026-06-02 15:42:30,신세계쇼핑,1544
2026-06-02 15:42:40,신세계쇼핑,1527
2026-06-02 15:42:50,신세계쇼핑,1553
2026-06-02 15:43:00,신세계쇼핑,1594
2026-06-02 15:43:10,신세계쇼핑,1668
2026-06-02 15:43:20,신세계쇼핑,1769
2026-06-02 15:43:30,신세계쇼핑,1780
2026-06-02 15:43:40,신세계쇼핑,1778
2026-06-02 15:43:50,신세계쇼핑,1779
2026-06-02 15:44:00,신세계쇼핑,1755
2026-06-02 15:44:10,신세계쇼핑,1793
2026-06-02 15:44:20,신세계쇼핑,1796
2026-06-02 15:44:30,신세계쇼핑,1819
2026-06-02 15:44:40,신세계쇼핑,1818
2026-06-02 15:44:50,신세계쇼핑,1805
2026-06-02 15:45:00,신세계쇼핑,1807
2026-06-02 15:45:10,신세계쇼핑,1721
2026-06-02 15:45:20,신세계쇼핑,1614
2026-06-02 15:45:30,신세계쇼핑,1512
2026-06-02 15:45:40,신세계쇼핑,1485
2026-06-02 15:45:50,신세계쇼핑,1518
2026-06-02 15:46:00,신세계쇼핑,1541
2026-06-02 15:46:10,신세계쇼핑,1557
2026-06-02 15:46:20,신세계쇼핑,1550
2026-06-02 15:46:30,신세계쇼핑,1544
2026-06-02 15:46:40,신세계쇼핑,1515
2026-06-02 15:46:50,신세계쇼핑,1481
2026-06-02 15:47:00,신세계쇼핑,1421
2026-06-02 15:47:10,신세계쇼핑,1397
2026-06-02 15:47:20,신세계쇼핑,1398
2026-06-02 15:47:30,신세계쇼핑,1424
2026-06-02 15:47:40,신세계쇼핑,1424
2026-06-02 15:47:50,신세계쇼핑,1386
2026-06-02 15:48:00,신세계쇼핑,1334
2026-06-02 15:48:10,신세계쇼핑,1331
2026-06-02 15:48:20,신세계쇼핑,1281
2026-06-02 15:48:30,신세계쇼핑,1216
2026-06-02 15:48:40,신세계쇼핑,1202
2026-06-02 15:48:50,신세계쇼핑,1232
2026-06-02 15:49:00,신세계쇼핑,1256
2026-06-02 15:49:10,신세계쇼핑,1223
2026-06-02 15:49:20,신세계쇼핑,1161
2026-06-02 15:49:30,신세계쇼핑,1182
2026-06-02 15:49:40,신세계쇼핑,1195
2026-06-02 15:49:50,신세계쇼핑,1224
2026-06-02 15:50:00,신세계쇼핑,1260
2026-06-02 15:50:10,신세계쇼핑,1263
2026-06-02 15:50:20,신세계쇼핑,1231
2026-06-02 15:50:30,신세계쇼핑,1239
2026-06-02 15:50:40,신세계쇼핑,1229
2026-06-02 15:50:50,신세계쇼핑,1224
2026-06-02 15:51:00,신세계쇼핑,1225
2026-06-02 15:51:10,신세계쇼핑,1260
2026-06-02 15:51:20,신세계쇼핑,1304
2026-06-02 15:51:30,신세계쇼핑,1357
2026-06-02 15:51:40,신세계쇼핑,1412
2026-06-02 15:51:50,신세계쇼핑,1348
2026-06-02 15:52:00,신세계쇼핑,1273
2026-06-02 15:52:10,신세계쇼핑,1249
2026-06-02 15:52:20,신세계쇼핑,1258
2026-06-02 15:52:30,신세계쇼핑,1263
2026-06-02 15:52:40,신세계쇼핑,1308
2026-06-02 15:52:50,신세계쇼핑,1347
2026-06-02 15:53:00,신세계쇼핑,1400
2026-06-02 15:53:10,신세계쇼핑,1419
2026-06-02 15:53:20,신세계쇼핑,1412
2026-06-02 15:53:30,신세계쇼핑,1388
2026-06-02 15:53:40,신세계쇼핑,1403
2026-06-02 15:53:50,신세계쇼핑,1466
2026-06-02 15:54:00,신세계쇼핑,1509
2026-06-02 15:54:10,신세계쇼핑,1554
2026-06-02 15:54:20,신세계쇼핑,1586
2026-06-02 15:54:30,신세계쇼핑,1619
2026-06-02 15:54:40,신세계쇼핑,1561
2026-06-02 15:54:50,신세계쇼핑,1488
2026-06-02 15:55:00,신세계쇼핑,1446
2026-06-02 15:55:10,신세계쇼핑,1359
2026-06-02 15:55:20,신세계쇼핑,1332
2026-06-02 15:55:30,신세계쇼핑,1364
2026-06-02 15:55:40,신세계쇼핑,1442
2026-06-02 15:55:50,신세계쇼핑,1452
2026-06-02 15:56:00,신세계쇼핑,1406
2026-06-02 15:56:10,신세계쇼핑,1360
2026-06-02 15:56:20,신세계쇼핑,1336
2026-06-02 15:56:30,신세계쇼핑,1353
2026-06-02 15:56:40,신세계쇼핑,1423
2026-06-02 15:56:50,신세계쇼핑,1415
2026-06-02 15:57:00,신세계쇼핑,1404
2026-06-02 15:57:10,신세계쇼핑,1370
2026-06-02 15:57:20,신세계쇼핑,1332
2026-06-02 15:57:30,신세계쇼핑,1333
2026-06-02 15:57:40,신세계쇼핑,1338
2026-06-02 15:57:50,신세계쇼핑,1342
2026-06-02 15:58:00,신세계쇼핑,1316
2026-06-02 15:58:10,신세계쇼핑,1338
2026-06-02 15:58:20,신세계쇼핑,1315
2026-06-02 15:58:30,신세계쇼핑,1334
2026-06-02 15:58:40,신세계쇼핑,1355
2026-06-02 15:58:50,신세계쇼핑,1291
2026-06-02 15:59:00,신세계쇼핑,1301
2026-06-02 15:59:10,신세계쇼핑,1304
2026-06-02 15:59:20,신세계쇼핑,1288
2026-06-02 15:59:30,신세계쇼핑,1254
2026-06-02 15:59:40,신세계쇼핑,1183
2026-06-02 15:59:50,신세계쇼핑,1204
2026-06-02 16:00:00,신세계쇼핑,1238
2026-06-02 16:00:10,신세계쇼핑,1257
2026-06-02 16:00:20,신세계쇼핑,1273
2026-06-02 16:00:30,신세계쇼핑,1339
2026-06-02 16:00:40,신세계쇼핑,1366
2026-06-02 16:00:50,신세계쇼핑,1338
2026-06-02 16:01:00,신세계쇼핑,1248
2026-06-02 16:01:10,신세계쇼핑,1214
2026-06-02 16:01:20,신세계쇼핑,1266
2026-06-02 16:01:30,신세계쇼핑,1343
2026-06-02 16:01:40,신세계쇼핑,1380
2026-06-02 16:01:50,신세계쇼핑,1411
2026-06-02 16:02:00,신세계쇼핑,1445
2026-06-02 16:02:10,신세계쇼핑,1486
2026-06-02 16:02:20,신세계쇼핑,1447
2026-06-02 16:02:30,신세계쇼핑,1349
2026-06-02 16:02:40,신세계쇼핑,1258
2026-06-02 16:02:50,신세계쇼핑,1222
2026-06-02 16:03:00,신세계쇼핑,1232
2026-06-02 16:03:10,신세계쇼핑,1208
2026-06-02 15:42:00,공영쇼핑,1599
2026-06-02 15:42:10,공영쇼핑,1620
2026-06-02 15:42:20,공영쇼핑,1616
2026-06-02 15:42:30,공영쇼핑,1596
2026-06-02 15:42:40,공영쇼핑,1579
2026-06-02 15:42:50,공영쇼핑,1513
2026-06-02 15:43:00,공영쇼핑,1482
2026-06-02 15:43:10,공영쇼핑,1433
2026-06-02 15:43:20,공영쇼핑,1405
2026-06-02 15:43:30,공영쇼핑,1394
2026-06-02 15:43:40,공영쇼핑,1403
2026-06-02 15:43:50,공영쇼핑,1381
2026-06-02 15:44:00,공영쇼핑,1406
2026-06-02 15:44:10,공영쇼핑,1438
2026-06-02 15:44:20,공영쇼핑,1479
2026-06-02 15:44:30,공영쇼핑,1484
2026-06-02 15:44:40,공영쇼핑,1516
2026-06-02 15:44:50,공영쇼핑,1528
2026-06-02 15:45:00,공영쇼핑,1531
2026-06-02 15:45:10,공영쇼핑,1536
2026-06-02 15:45:20,공영쇼핑,1579
2026-06-02 15:45:30,공영쇼핑,1594
2026-06-02 15:45:40,공영쇼핑,1593
2026-06-02 15:45:50,공영쇼핑,1618
2026-06-02 15:46:00,공영쇼핑,1658
2026-06-02 15:46:10,공영쇼핑,1655
2026-06-02 15:46:20,공영쇼핑,1627
2026-06-02 15:46:30,공영쇼핑,1631
2026-06-02 15:46:40,공영쇼핑,1649
2026-06-02 15:46:50,공영쇼핑,1693
2026-06-02 15:47:00,공영쇼핑,1624
2026-06-02 15:47:10,공영쇼핑,1639
2026-06-02 15:47:20,공영쇼핑,1690
2026-06-02 15:47:30,공영쇼핑,1703
2026-06-02 15:47:40,공영쇼핑,1657
2026-06-02 15:47:50,공영쇼핑,1683
2026-06-02 15:48:00,공영쇼핑,1678
2026-06-02 15:48:10,공영쇼핑,1708
2026-06-02 15:48:20,공영쇼핑,1720
2026-06-02 15:48:30,공영쇼핑,1727
2026-06-02 15:48:40,공영쇼핑,1788
2026-06-02 15:48:50,공영쇼핑,1826
2026-06-02 15:49:00,공영쇼핑,1839
2026-06-02 15:49:10,공영쇼핑,1833
2026-06-02 15:49:20,공영쇼핑,1864
2026-06-02 15:49:30,공영쇼핑,1874
2026-06-02 15:49:40,공영쇼핑,1824
2026-06-02 15:49:50,공영쇼핑,1744
2026-06-02 15:50:00,공영쇼핑,1691
2026-06-02 15:50:10,공영쇼핑,1735
2026-06-02 15:50:20,공영쇼핑,1800
2026-06-02 15:50:30,공영쇼핑,1898
2026-06-02 15:50:40,공영쇼핑,1998
2026-06-02 15:50:50,공영쇼핑,2034
2026-06-02 15:51:00,공영쇼핑,2095
2026-06-02 15:51:10,공영쇼핑,2090
2026-06-02 15:51:20,공영쇼핑,2003
2026-06-02 15:51:30,공영쇼핑,1961
2026-06-02 15:51:40,공영쇼핑,1871
2026-06-02 15:51:50,공영쇼핑,1932
2026-06-02 15:52:00,공영쇼핑,1962
2026-06-02 15:52:10,공영쇼핑,1970
2026-06-02 15:52:20,공영쇼핑,2081
2026-06-02 15:52:30,공영쇼핑,2076
2026-06-02 15:52:40,공영쇼핑,1999
2026-06-02 15:52:50,공영쇼핑,1873
2026-06-02 15:53:00,공영쇼핑,1777
2026-06-02 15:53:10,공영쇼핑,1659
2026-06-02 15:53:20,공영쇼핑,1605
2026-06-02 15:53:30,공영쇼핑,1605
2026-06-02 15:53:40,공영쇼핑,1601
2026-06-02 15:53:50,공영쇼핑,1583
2026-06-02 15:54:00,공영쇼핑,1557
2026-06-02 15:54:10,공영쇼핑,1530
2026-06-02 15:54:20,공영쇼핑,1542
2026-06-02 15:54:30,공영쇼핑,1551
2026-06-02 15:54:40,공영쇼핑,1557
2026-06-02 15:54:50,공영쇼핑,1548
2026-06-02 15:55:00,공영쇼핑,1579
2026-06-02 15:55:10,공영쇼핑,1582
2026-06-02 15:55:20,공영쇼핑,1583
2026-06-02 15:55:30,공영쇼핑,1598
2026-06-02 15:55:40,공영쇼핑,1620
2026-06-02 15:55:50,공영쇼핑,1620
2026-06-02 15:56:00,공영쇼핑,1613
2026-06-02 15:56:10,공영쇼핑,1626
2026-06-02 15:56:20,공영쇼핑,1659
2026-06-02 15:56:30,공영쇼핑,1673
2026-06-02 15:56:40,공영쇼핑,1695
2026-06-02 15:56:50,공영쇼핑,1736
2026-06-02 15:57:00,공영쇼핑,1786
2026-06-02 15:57:10,공영쇼핑,1779
2026-06-02 15:57:20,공영쇼핑,1789
2026-06-02 15:57:30,공영쇼핑,1778
2026-06-02 15:57:40,공영쇼핑,1805
2026-06-02 15:57:50,공영쇼핑,1832
2026-06-02 15:58:00,공영쇼핑,1879
2026-06-02 15:58:10,공영쇼핑,1857
2026-06-02 15:58:20,공영쇼핑,1864
2026-06-02 15:58:30,공영쇼핑,1823
2026-06-02 15:58:40,공영쇼핑,1797
2026-06-02 15:58:50,공영쇼핑,1798
2026-06-02 15:59:00,공영쇼핑,1814
2026-06-02 15:59:10,공영쇼핑,1801
2026-06-02 15:59:20,공영쇼핑,1843
2026-06-02 15:59:30,공영쇼핑,1887
2026-06-02 15:59:40,공영쇼핑,1961
2026-06-02 15:59:50,공영쇼핑,2073
2026-06-02 16:00:00,공영쇼핑,2206
2026-06-02 16:00:10,공영쇼핑,2269
2026-06-02 16:00:20,공영쇼핑,2335
2026-06-02 16:00:30,공영쇼핑,2415
2026-06-02 16:00:40,공영쇼핑,2503
2026-06-02 16:00:50,공영쇼핑,2651
2026-06-02 16:01:00,공영쇼핑,2616
2026-06-02 16:01:10,공영쇼핑,2549
2026-06-02 16:01:20,공영쇼핑,2560
2026-06-02 16:01:30,공영쇼핑,2553
2026-06-02 16:01:40,공영쇼핑,2485
2026-06-02 16:01:50,공영쇼핑,2383
2026-06-02 16:02:00,공영쇼핑,2316
2026-06-02 16:02:10,공영쇼핑,2368
2026-06-02 16:02:20,공영쇼핑,2394
2026-06-02 16:02:30,공영쇼핑,2377
2026-06-02 16:02:40,공영쇼핑,2313
2026-06-02 16:02:50,공영쇼핑,2255
2026-06-02 16:03:00,공영쇼핑,2165
2026-06-02 16:03:10,공영쇼핑,2094
2026-06-02 15:42:00,롯데홈쇼핑,1583
2026-06-02 15:42:10,롯데홈쇼핑,1589
2026-06-02 15:42:20,롯데홈쇼핑,1600
2026-06-02 15:42:30,롯데홈쇼핑,1609
2026-06-02 15:42:40,롯데홈쇼핑,1621
2026-06-02 15:42:50,롯데홈쇼핑,1633
2026-06-02 15:43:00,롯데홈쇼핑,1648
2026-06-02 15:43:10,롯데홈쇼핑,1656
2026-06-02 15:43:20,롯데홈쇼핑,1675
2026-06-02 15:43:30,롯데홈쇼핑,1674
2026-06-02 15:43:40,롯데홈쇼핑,1642
2026-06-02 15:43:50,롯데홈쇼핑,1632
2026-06-02 15:44:00,롯데홈쇼핑,1633
2026-06-02 15:44:10,롯데홈쇼핑,1648
2026-06-02 15:44:20,롯데홈쇼핑,1650
2026-06-02 15:44:30,롯데홈쇼핑,1668
2026-06-02 15:44:40,롯데홈쇼핑,1701
2026-06-02 15:44:50,롯데홈쇼핑,1731
2026-06-02 15:45:00,롯데홈쇼핑,1740
2026-06-02 15:45:10,롯데홈쇼핑,1742
2026-06-02 15:45:20,롯데홈쇼핑,1741
2026-06-02 15:45:30,롯데홈쇼핑,1745
2026-06-02 15:45:40,롯데홈쇼핑,1736
2026-06-02 15:45:50,롯데홈쇼핑,1731
2026-06-02 15:46:00,롯데홈쇼핑,1739
2026-06-02 15:46:10,롯데홈쇼핑,1740
2026-06-02 15:46:20,롯데홈쇼핑,1728
2026-06-02 15:46:30,롯데홈쇼핑,1691
2026-06-02 15:46:40,롯데홈쇼핑,1676
2026-06-02 15:46:50,롯데홈쇼핑,1660
2026-06-02 15:47:00,롯데홈쇼핑,1614
2026-06-02 15:47:10,롯데홈쇼핑,1613
2026-06-02 15:47:20,롯데홈쇼핑,1619
2026-06-02 15:47:30,롯데홈쇼핑,1621
2026-06-02 15:47:40,롯데홈쇼핑,1645
2026-06-02 15:47:50,롯데홈쇼핑,1643
2026-06-02 15:48:00,롯데홈쇼핑,1642
2026-06-02 15:48:10,롯데홈쇼핑,1665
2026-06-02 15:48:20,롯데홈쇼핑,1652
2026-06-02 15:48:30,롯데홈쇼핑,1646
2026-06-02 15:48:40,롯데홈쇼핑,1654
2026-06-02 15:48:50,롯데홈쇼핑,1691
2026-06-02 15:49:00,롯데홈쇼핑,1731
2026-06-02 15:49:10,롯데홈쇼핑,1751
2026-06-02 15:49:20,롯데홈쇼핑,1743
2026-06-02 15:49:30,롯데홈쇼핑,1690
2026-06-02 15:49:40,롯데홈쇼핑,1669
2026-06-02 15:49:50,롯데홈쇼핑,1616
2026-06-02 15:50:00,롯데홈쇼핑,1605
2026-06-02 15:50:10,롯데홈쇼핑,1601
2026-06-02 15:50:20,롯데홈쇼핑,1630
2026-06-02 15:50:30,롯데홈쇼핑,1648
2026-06-02 15:50:40,롯데홈쇼핑,1667
2026-06-02 15:50:50,롯데홈쇼핑,1695
2026-06-02 15:51:00,롯데홈쇼핑,1715
2026-06-02 15:51:10,롯데홈쇼핑,1721
2026-06-02 15:51:20,롯데홈쇼핑,1709
2026-06-02 15:51:30,롯데홈쇼핑,1720
2026-06-02 15:51:40,롯데홈쇼핑,1713
2026-06-02 15:51:50,롯데홈쇼핑,1705
2026-06-02 15:52:00,롯데홈쇼핑,1682
2026-06-02 15:52:10,롯데홈쇼핑,1692
2026-06-02 15:52:20,롯데홈쇼핑,1712
2026-06-02 15:52:30,롯데홈쇼핑,1731
2026-06-02 15:52:40,롯데홈쇼핑,1720
2026-06-02 15:52:50,롯데홈쇼핑,1709
2026-06-02 15:53:00,롯데홈쇼핑,1699
2026-06-02 15:53:10,롯데홈쇼핑,1685
2026-06-02 15:53:20,롯데홈쇼핑,1705
2026-06-02 15:53:30,롯데홈쇼핑,1742
2026-06-02 15:53:40,롯데홈쇼핑,1776
2026-06-02 15:53:50,롯데홈쇼핑,1822
2026-06-02 15:54:00,롯데홈쇼핑,1846
2026-06-02 15:54:10,롯데홈쇼핑,1887
2026-06-02 15:54:20,롯데홈쇼핑,1921
2026-06-02 15:54:30,롯데홈쇼핑,1932
2026-06-02 15:54:40,롯데홈쇼핑,1966
2026-06-02 15:54:50,롯데홈쇼핑,1991
2026-06-02 15:55:00,롯데홈쇼핑,1993
2026-06-02 15:55:10,롯데홈쇼핑,1983
2026-06-02 15:55:20,롯데홈쇼핑,1946
2026-06-02 15:55:30,롯데홈쇼핑,1926
2026-06-02 15:55:40,롯데홈쇼핑,1900
2026-06-02 15:55:50,롯데홈쇼핑,1908
2026-06-02 15:56:00,롯데홈쇼핑,1954
2026-06-02 15:56:10,롯데홈쇼핑,1997
2026-06-02 15:56:20,롯데홈쇼핑,2025
2026-06-02 15:56:30,롯데홈쇼핑,2050
2026-06-02 15:56:40,롯데홈쇼핑,2051
2026-06-02 15:56:50,롯데홈쇼핑,1999
2026-06-02 15:57:00,롯데홈쇼핑,1972
2026-06-02 15:57:10,롯데홈쇼핑,1967
2026-06-02 15:57:20,롯데홈쇼핑,1979
2026-06-02 15:57:30,롯데홈쇼핑,2016
2026-06-02 15:57:40,롯데홈쇼핑,2053
2026-06-02 15:57:50,롯데홈쇼핑,2058
2026-06-02 15:58:00,롯데홈쇼핑,2020
2026-06-02 15:58:10,롯데홈쇼핑,1989
2026-06-02 15:58:20,롯데홈쇼핑,1976
2026-06-02 15:58:30,롯데홈쇼핑,2015
2026-06-02 15:58:40,롯데홈쇼핑,2070
2026-06-02 15:58:50,롯데홈쇼핑,2116
2026-06-02 15:59:00,롯데홈쇼핑,2109
2026-06-02 15:59:10,롯데홈쇼핑,2050
2026-06-02 15:59:20,롯데홈쇼핑,2049
2026-06-02 15:59:30,롯데홈쇼핑,2062
2026-06-02 15:59:40,롯데홈쇼핑,2081
2026-06-02 15:59:50,롯데홈쇼핑,2135
2026-06-02 16:00:00,롯데홈쇼핑,2186
2026-06-02 16:00:10,롯데홈쇼핑,2147
2026-06-02 16:00:20,롯데홈쇼핑,2079
2026-06-02 16:00:30,롯데홈쇼핑,2080
2026-06-02 16:00:40,롯데홈쇼핑,2099
2026-06-02 16:00:50,롯데홈쇼핑,2157
2026-06-02 16:01:00,롯데홈쇼핑,2236
2026-06-02 16:01:10,롯데홈쇼핑,2281
2026-06-02 16:01:20,롯데홈쇼핑,2312
2026-06-02 16:01:30,롯데홈쇼핑,2263
2026-06-02 16:01:40,롯데홈쇼핑,2213
2026-06-02 16:01:50,롯데홈쇼핑,2126
2026-06-02 16:02:00,롯데홈쇼핑,2068
2026-06-02 16:02:10,롯데홈쇼핑,2031
2026-06-02 16:02:20,롯데홈쇼핑,2011
2026-06-02 16:02:30,롯데홈쇼핑,2012
2026-06-02 16:02:40,롯데홈쇼핑,2029
2026-06-02 16:02:50,롯데홈쇼핑,2091
2026-06-02 16:03:00,롯데홈쇼핑,2179
2026-06-02 16:03:10,롯데홈쇼핑,2177
2026-06-02 15:42:00,현대홈쇼핑+샵,1324
2026-06-02 15:42:10,현대홈쇼핑+샵,1257
2026-06-02 15:42:20,현대홈쇼핑+샵,1232
2026-06-02 15:42:30,현대홈쇼핑+샵,1207
2026-06-02 15:42:40,현대홈쇼핑+샵,1196
2026-06-02 15:42:50,현대홈쇼핑+샵,1224
2026-06-02 15:43:00,현대홈쇼핑+샵,1228
2026-06-02 15:43:10,현대홈쇼핑+샵,1202
2026-06-02 15:43:20,현대홈쇼핑+샵,1185
2026-06-02 15:43:30,현대홈쇼핑+샵,1203
2026-06-02 15:43:40,현대홈쇼핑+샵,1213
2026-06-02 15:43:50,현대홈쇼핑+샵,1255
2026-06-02 15:44:00,현대홈쇼핑+샵,1290
2026-06-02 15:44:10,현대홈쇼핑+샵,1311
2026-06-02 15:44:20,현대홈쇼핑+샵,1347
2026-06-02 15:44:30,현대홈쇼핑+샵,1351
2026-06-02 15:44:40,현대홈쇼핑+샵,1346
2026-06-02 15:44:50,현대홈쇼핑+샵,1366
2026-06-02 15:45:00,현대홈쇼핑+샵,1398
2026-06-02 15:45:10,현대홈쇼핑+샵,1471
2026-06-02 15:45:20,현대홈쇼핑+샵,1535
2026-06-02 15:45:30,현대홈쇼핑+샵,1608
2026-06-02 15:45:40,현대홈쇼핑+샵,1692
2026-06-02 15:45:50,현대홈쇼핑+샵,1729
2026-06-02 15:46:00,현대홈쇼핑+샵,1750
2026-06-02 15:46:10,현대홈쇼핑+샵,1750
2026-06-02 15:46:20,현대홈쇼핑+샵,1735
2026-06-02 15:46:30,현대홈쇼핑+샵,1672
2026-06-02 15:46:40,현대홈쇼핑+샵,1651
2026-06-02 15:46:50,현대홈쇼핑+샵,1677
2026-06-02 15:47:00,현대홈쇼핑+샵,1686
2026-06-02 15:47:10,현대홈쇼핑+샵,1778
2026-06-02 15:47:20,현대홈쇼핑+샵,1897
2026-06-02 15:47:30,현대홈쇼핑+샵,1950
2026-06-02 15:47:40,현대홈쇼핑+샵,1932
2026-06-02 15:47:50,현대홈쇼핑+샵,1929
2026-06-02 15:48:00,현대홈쇼핑+샵,1943
2026-06-02 15:48:10,현대홈쇼핑+샵,1988
2026-06-02 15:48:20,현대홈쇼핑+샵,1947
2026-06-02 15:48:30,현대홈쇼핑+샵,1886
2026-06-02 15:48:40,현대홈쇼핑+샵,1796
2026-06-02 15:48:50,현대홈쇼핑+샵,1755
2026-06-02 15:49:00,현대홈쇼핑+샵,1689
2026-06-02 15:49:10,현대홈쇼핑+샵,1639
2026-06-02 15:49:20,현대홈쇼핑+샵,1530
2026-06-02 15:49:30,현대홈쇼핑+샵,1442
2026-06-02 15:49:40,현대홈쇼핑+샵,1450
2026-06-02 15:49:50,현대홈쇼핑+샵,1425
2026-06-02 15:50:00,현대홈쇼핑+샵,1419
2026-06-02 15:50:10,현대홈쇼핑+샵,1425
2026-06-02 15:50:20,현대홈쇼핑+샵,1400
2026-06-02 15:50:30,현대홈쇼핑+샵,1398
2026-06-02 15:50:40,현대홈쇼핑+샵,1375
2026-06-02 15:50:50,현대홈쇼핑+샵,1339
2026-06-02 15:51:00,현대홈쇼핑+샵,1307
2026-06-02 15:51:10,현대홈쇼핑+샵,1276
2026-06-02 15:51:20,현대홈쇼핑+샵,1262
2026-06-02 15:51:30,현대홈쇼핑+샵,1225
2026-06-02 15:51:40,현대홈쇼핑+샵,1207
2026-06-02 15:51:50,현대홈쇼핑+샵,1208
2026-06-02 15:52:00,현대홈쇼핑+샵,1199
2026-06-02 15:52:10,현대홈쇼핑+샵,1198
2026-06-02 15:52:20,현대홈쇼핑+샵,1217
2026-06-02 15:52:30,현대홈쇼핑+샵,1248
2026-06-02 15:52:40,현대홈쇼핑+샵,1257
2026-06-02 15:52:50,현대홈쇼핑+샵,1231
2026-06-02 15:53:00,현대홈쇼핑+샵,1222
2026-06-02 15:53:10,현대홈쇼핑+샵,1238
2026-06-02 15:53:20,현대홈쇼핑+샵,1254
2026-06-02 15:53:30,현대홈쇼핑+샵,1294
2026-06-02 15:53:40,현대홈쇼핑+샵,1323
2026-06-02 15:53:50,현대홈쇼핑+샵,1345
2026-06-02 15:54:00,현대홈쇼핑+샵,1349
2026-06-02 15:54:10,현대홈쇼핑+샵,1375
2026-06-02 15:54:20,현대홈쇼핑+샵,1378
2026-06-02 15:54:30,현대홈쇼핑+샵,1382
2026-06-02 15:54:40,현대홈쇼핑+샵,1406
2026-06-02 15:54:50,현대홈쇼핑+샵,1416
2026-06-02 15:55:00,현대홈쇼핑+샵,1428
2026-06-02 15:55:10,현대홈쇼핑+샵,1433
2026-06-02 15:55:20,현대홈쇼핑+샵,1451
2026-06-02 15:55:30,현대홈쇼핑+샵,1507
2026-06-02 15:55:40,현대홈쇼핑+샵,1585
2026-06-02 15:55:50,현대홈쇼핑+샵,1657
2026-06-02 15:56:00,현대홈쇼핑+샵,1706
2026-06-02 15:56:10,현대홈쇼핑+샵,1721
2026-06-02 15:56:20,현대홈쇼핑+샵,1756
2026-06-02 15:56:30,현대홈쇼핑+샵,1765
2026-06-02 15:56:40,현대홈쇼핑+샵,1742
2026-06-02 15:56:50,현대홈쇼핑+샵,1711
2026-06-02 15:57:00,현대홈쇼핑+샵,1715
2026-06-02 15:57:10,현대홈쇼핑+샵,1711
2026-06-02 15:57:20,현대홈쇼핑+샵,1767
2026-06-02 15:57:30,현대홈쇼핑+샵,1881
2026-06-02 15:57:40,현대홈쇼핑+샵,1933
2026-06-02 15:57:50,현대홈쇼핑+샵,1903
2026-06-02 15:58:00,현대홈쇼핑+샵,1893
2026-06-02 15:58:10,현대홈쇼핑+샵,1919
2026-06-02 15:58:20,현대홈쇼핑+샵,1930
2026-06-02 15:58:30,현대홈쇼핑+샵,1866
2026-06-02 15:58:40,현대홈쇼핑+샵,1829
2026-06-02 15:58:50,현대홈쇼핑+샵,1801
2026-06-02 15:59:00,현대홈쇼핑+샵,1752
2026-06-02 15:59:10,현대홈쇼핑+샵,1723
2026-06-02 15:59:20,현대홈쇼핑+샵,1710
2026-06-02 15:59:30,현대홈쇼핑+샵,1677
2026-06-02 15:59:40,현대홈쇼핑+샵,1598
2026-06-02 15:59:50,현대홈쇼핑+샵,1561
2026-06-02 16:00:00,현대홈쇼핑+샵,1557
2026-06-02 16:00:10,현대홈쇼핑+샵,1516
2026-06-02 16:00:20,현대홈쇼핑+샵,1504
2026-06-02 16:00:30,현대홈쇼핑+샵,1480
2026-06-02 16:00:40,현대홈쇼핑+샵,1443
2026-06-02 16:00:50,현대홈쇼핑+샵,1403
2026-06-02 16:01:00,현대홈쇼핑+샵,1381
2026-06-02 16:01:10,현대홈쇼핑+샵,1353
2026-06-02 16:01:20,현대홈쇼핑+샵,1297
2026-06-02 16:01:30,현대홈쇼핑+샵,1256
2026-06-02 16:01:40,현대홈쇼핑+샵,1244
2026-06-02 16:01:50,현대홈쇼핑+샵,1205
2026-06-02 16:02:00,현대홈쇼핑+샵,1197
2026-06-02 16:02:10,현대홈쇼핑+샵,1189
2026-06-02 16:02:20,현대홈쇼핑+샵,1174
2026-06-02 16:02:30,현대홈쇼핑+샵,1203
2026-06-02 16:02:40,현대홈쇼핑+샵,1199
2026-06-02 16:02:50,현대홈쇼핑+샵,1177
2026-06-02 16:03:00,현대홈쇼핑+샵,1154
2026-06-02 16:03:10,현대홈쇼핑+샵,1125
2026-06-02 15:42:00,W쇼핑,1237
2026-06-02 15:42:10,W쇼핑,1217
2026-06-02 15:42:20,W쇼핑,1199
2026-06-02 15:42:30,W쇼핑,1176
2026-06-02 15:42:40,W쇼핑,1172
2026-06-02 15:42:50,W쇼핑,1118
2026-06-02 15:43:00,W쇼핑,1056
2026-06-02 15:43:10,W쇼핑,1058
2026-06-02 15:43:20,W쇼핑,1038
2026-06-02 15:43:30,W쇼핑,1032
2026-06-02 15:43:40,W쇼핑,1040
2026-06-02 15:43:50,W쇼핑,1046
2026-06-02 15:44:00,W쇼핑,1059
2026-06-02 15:44:10,W쇼핑,1065
2026-06-02 15:44:20,W쇼핑,1064
2026-06-02 15:44:30,W쇼핑,1039
2026-06-02 15:44:40,W쇼핑,1050
2026-06-02 15:44:50,W쇼핑,1068
2026-06-02 15:45:00,W쇼핑,1059
2026-06-02 15:45:10,W쇼핑,1067
2026-06-02 15:45:20,W쇼핑,1062
2026-06-02 15:45:30,W쇼핑,1091
2026-06-02 15:45:40,W쇼핑,1136
2026-06-02 15:45:50,W쇼핑,1172
